W,Ta,Mo,Nb,Zr,Ti,Comp_point,Unit [at% or wt%],VEC,Delta_pct,H_mix_kJ_mol
0.0,0.0,10.0,70.0,0.0,20.0,116,at%,4.8999999999999995,1.513588697288334,-0.7430000000000001
0.0,0.0,10.0,70.0,10.0,10.0,117,at%,4.9,3.3343973434660557,-0.8650000000000003
0.0,0.0,10.0,70.0,20.0,0.0,118,at%,4.8999999999999995,4.253882511816348,0.18766666666666643
0.0,0.0,10.0,80.0,0.0,10.0,119,at%,5.0,1.4814758754152721,-1.3031111111111113
0.0,0.0,10.0,80.0,10.0,0.0,120,at%,5.0,3.3401499659168428,-0.7493333333333336
0.0,0.0,10.0,90.0,0.0,0.0,121,at%,5.1,1.445285615966968,-2.0232
0.0,0.0,20.0,0.0,0.0,80.0,122,at%,4.4,2.2008253094910573,-2.3040000000000003
0.0,0.0,20.0,0.0,10.0,70.0,123,at%,4.4,3.7092754902284373,-6.601972222222223
0.0,0.0,20.0,0.0,20.0,60.0,124,at%,4.4,4.562687301657877,-9.740000000000002
0.0,0.0,20.0,0.0,30.0,50.0,125,at%,4.4,5.110212876145342,-11.72871
0.0,0.0,20.0,0.0,40.0,40.0,126,at%,4.4,5.4529787961880025,-12.558222222222224
0.0,0.0,20.0,0.0,50.0,30.0,127,at%,4.4,5.635916978492297,-12.209382653061224
0.0,0.0,20.0,0.0,60.0,20.0,128,at%,4.4,5.681476539683805,-10.656
0.0,0.0,20.0,0.0,70.0,10.0,129,at%,4.4,5.599734271420056,-7.865478395061729
0.0,0.0,20.0,0.0,80.0,0.0,130,at%,4.4,5.39152759948653,-3.79904
0.0,0.0,20.0,10.0,0.0,70.0,131,at%,4.5,2.1774662105376983,-1.9146666666666667
0.0,0.0,20.0,10.0,10.0,60.0,132,at%,4.5,3.713685563114927,-5.556562358276645
0.0,0.0,20.0,10.0,20.0,50.0,133,at%,4.5,4.5802676279756485,-8.042775510204084
0.0,0.0,20.0,10.0,30.0,40.0,134,at%,4.5,5.137739382503167,-9.37717768707483
0.0,0.0,20.0,10.0,40.0,30.0,135,at%,4.5,5.489272970717055,-9.544497052154195
0.0,0.0,20.0,10.0,50.0,20.0,136,at%,4.5,5.680648521030333,-8.518884353741498
0.0,0.0,20.0,10.0,60.0,10.0,137,at%,4.5,5.734873361006102,-6.265768707482993
0.0,0.0,20.0,10.0,70.0,0.0,138,at%,4.5,5.662562951915647,-2.742395061728395
0.0,0.0,20.0,20.0,0.0,60.0,139,at%,4.6,2.1515839327566586,-1.6800000000000006
0.0,0.0,20.0,20.0,10.0,50.0,140,at%,4.6,3.716847341996452,-4.660444444444445
0.0,0.0,20.0,20.0,20.0,40.0,141,at%,4.6,4.596830243968347,-6.488888888888891
0.0,0.0,20.0,20.0,30.0,30.0,142,at%,4.6000000000000005,5.164319248826293,-7.162560000000001
0.0,0.0,20.0,20.0,40.0,20.0,143,at%,4.6000000000000005,5.52462182921303,-6.6577777777777785
0.0,0.0,20.0,20.0,50.0,10.0,144,at%,4.6000000000000005,5.724385719278703,-4.938140589569162
0.0,0.0,20.0,20.0,60.0,0.0,145,at%,4.6,5.787174802922534,-1.9560000000000004
0.0,0.0,20.0,30.0,0.0,50.0,146,at%,4.7,2.123076747174278,-1.6032000000000004
0.0,0.0,20.0,30.0,10.0,40.0,147,at%,4.7,3.7187589040481446,-3.920782222222223
0.0,0.0,20.0,30.0,20.0,30.0,148,at%,4.7,4.61238221536929,-5.087360000000001
0.0,0.0,20.0,30.0,30.0,20.0,149,at%,4.7,5.189963739377505,-5.092320000000001
0.0,0.0,20.0,30.0,40.0,10.0,150,at%,4.700000000000001,5.559040504405672,-3.8992965079365076
0.0,0.0,20.0,30.0,50.0,0.0,151,at%,4.7,5.767148547333618,-1.4548326530612248
0.0,0.0,20.0,40.0,0.0,40.0,152,at%,4.800000000000001,2.0918277087038804,-1.6853333333333333
0.0,0.0,20.0,40.0,10.0,30.0,153,at%,4.8,3.7194170500103345,-3.339355555555556
0.0,0.0,20.0,40.0,20.0,20.0,154,at%,4.8,4.626929831697534,-3.8400000000000003
0.0,0.0,20.0,40.0,30.0,10.0,155,at%,4.800000000000001,5.214683376173054,-3.1635790476190486
0.0,0.0,20.0,40.0,40.0,0.0,156,at%,4.800000000000001,5.592543275632496,-1.2515555555555555
0.0,0.0,20.0,50.0,0.0,30.0,157,at%,4.9,2.057702072584621,-1.9268571428571433
0.0,0.0,20.0,50.0,10.0,20.0,158,at%,4.9,3.7188172965986874,-2.916634920634921
0.0,0.0,20.0,50.0,20.0,10.0,159,at%,4.9,4.640478632853591,-2.744126984126985
0.0,0.0,20.0,50.0,30.0,0.0,160,at%,4.9,5.238487975780943,-1.3578171428571433
0.0,0.0,20.0,60.0,0.0,20.0,161,at%,5.0,2.0205440384430697,-2.3280000000000003
0.0,0.0,20.0,60.0,10.0,10.0,162,at%,5.000000000000001,3.7169538623916405,-2.6519365079365085
0.0,0.0,20.0,60.0,20.0,0.0,163,at%,5.0,4.653033432695325,-1.7840000000000007
0.0,0.0,20.0,70.0,0.0,10.0,164,at%,5.1000000000000005,1.9801726028879636,-2.888888888888889
0.0,0.0,20.0,70.0,10.0,0.0,165,at%,5.1000000000000005,3.7138196470482145,-2.5371111111111113
0.0,0.0,20.0,80.0,0.0,0.0,166,at%,5.2,1.9363762102351336,-3.6096000000000004
0.0,0.0,30.0,0.0,0.0,70.0,167,at%,4.6,2.535311587804062,-3.024
0.0,0.0,30.0,0.0,10.0,60.0,168,at%,4.6,4.048509780842322,-6.864673469387756
0.0,0.0,30.0,0.0,20.0,50.0,169,at%,4.6,4.943860162679424,-9.531735510204083
0.0,0.0,30.0,0.0,30.0,40.0,170,at%,4.6,5.538694953529487,-11.037551020408165
0.0,0.0,30.0,0.0,40.0,30.0,171,at%,4.6,5.931871800139675,-11.371102040816329
0.0,0.0,30.0,0.0,50.0,20.0,172,at%,4.6,6.169080456051735,-10.508668367346939
0.0,0.0,30.0,0.0,60.0,10.0,173,at%,4.6,6.27455805138159,-8.416816326530611
0.0,0.0,30.0,0.0,70.0,0.0,174,at%,4.6,6.26116392934761,-5.053439999999999
0.0,0.0,30.0,10.0,0.0,60.0,175,at%,4.699999999999999,2.499985033659299,-2.802
0.0,0.0,30.0,10.0,10.0,50.0,176,at%,4.699999999999999,4.043731954179338,-5.986555555555556
0.0,0.0,30.0,10.0,20.0,40.0,177,at%,4.699999999999999,4.953289254098404,-8.001182222222223
0.0,0.0,30.0,10.0,30.0,30.0,178,at%,4.7,5.558380222992267,-8.850000000000001
0.0,0.0,30.0,10.0,40.0,20.0,179,at%,4.7,5.960216173331827,-8.514116099773243
0.0,0.0,30.0,10.0,50.0,10.0,180,at%,4.7,6.205407562978803,-6.959638888888888
0.0,0.0,30.0,10.0,60.0,0.0,181,at%,4.699999999999999,6.318718949052707,-4.140285714285714
0.0,0.0,30.0,20.0,0.0,50.0,182,at%,4.8,2.462103716707922,-2.7328
0.0,0.0,30.0,20.0,10.0,40.0,183,at%,4.8,4.037766940310982,-5.255826666666667
0.0,0.0,30.0,20.0,20.0,30.0,184,at%,4.8,4.961791164302174,-6.6115200000000005
0.0,0.0,30.0,20.0,30.0,20.0,185,at%,4.8,5.577231148146251,-6.79456
0.0,0.0,30.0,20.0,40.0,10.0,186,at%,4.800000000000001,5.987752854694838,-5.772987210884354
0.0,0.0,30.0,20.0,50.0,0.0,187,at%,4.8,6.240912414149511,-3.4958357142857137
0.0,0.0,30.0,30.0,0.0,40.0,188,at%,4.9,2.421539183597528,-2.8200000000000003
0.0,0.0,30.0,30.0,10.0,30.0,189,at%,4.8999999999999995,4.030604601956378,-4.68
0.0,0.0,30.0,30.0,20.0,20.0,190,at%,4.8999999999999995,4.9693669162695775,-5.371360000000001
0.0,0.0,30.0,30.0,30.0,10.0,191,at%,4.9,5.595253020682288,-4.875
0.0,0.0,30.0,30.0,40.0,0.0,192,at%,4.9,6.01449017061244,-3.1364081632653056
0.0,0.0,30.0,40.0,0.0,30.0,193,at%,5.0,2.37814538134289,-3.065142857142858
0.0,0.0,30.0,40.0,10.0,20.0,194,at%,5.0,4.022233646295408,-4.26116507936508
0.0,0.0,30.0,40.0,20.0,10.0,195,at%,5.0,4.976016993937247,-4.280325079365079
0.0,0.0,30.0,40.0,30.0,0.0,196,at%,5.0,5.612450682597262,-3.075428571428571
0.0,0.0,30.0,50.0,0.0,20.0,197,at%,5.1,2.331755394366616,-3.4690000000000003
0.0,0.0,30.0,50.0,10.0,10.0,198,at%,5.1000000000000005,4.012641580691842,-3.9993333333333343
0.0,0.0,30.0,50.0,20.0,0.0,199,at%,5.1,4.981741347128424,-3.3236742857142856
0.0,0.0,30.0,60.0,0.0,10.0,200,at%,5.2,2.282177322938189,-4.032
0.0,0.0,30.0,60.0,10.0,0.0,201,at%,5.2,4.001814662107817,-3.886714285714286
0.0,0.0,30.0,70.0,0.0,0.0,202,at%,5.3,2.2291890107498937,-4.7543999999999995
0.0,0.0,40.0,0.0,0.0,60.0,203,at%,4.800000000000001,2.725440603931218,-3.4560000000000004
0.0,0.0,40.0,0.0,10.0,50.0,204,at%,4.800000000000001,4.297853019343596,-6.841315555555556
0.0,0.0,40.0,0.0,20.0,40.0,205,at%,4.800000000000001,5.24846248969906,-9.04177777777778
0.0,0.0,40.0,0.0,30.0,30.0,206,at%,4.800000000000001,5.894985660403587,-10.06726530612245
0.0,0.0,40.0,0.0,40.0,20.0,207,at%,4.8,6.338641048653754,-9.902222222222225
0.0,0.0,40.0,0.0,50.0,10.0,208,at%,4.800000000000001,6.627027064418287,-8.514765432098766
0.0,0.0,40.0,0.0,60.0,0.0,209,at%,4.800000000000001,6.78618530322517,-5.85984
0.0,0.0,40.0,10.0,0.0,50.0,210,at%,4.9,2.6780628260116726,-3.4016000000000006
0.0,0.0,40.0,10.0,10.0,40.0,211,at%,4.9,4.28475160469216,-6.13072
0.0,0.0,40.0,10.0,20.0,30.0,212,at%,4.9,5.250715423679743,-7.677582222222224
0.0,0.0,40.0,10.0,30.0,20.0,213,at%,4.9,5.907921234848691,-8.04102530612245
0.0,0.0,40.0,10.0,40.0,10.0,214,at%,4.9,6.36029580418903,-7.19296
0.0,0.0,40.0,10.0,50.0,0.0,215,at%,4.9,6.6564579227430105,-5.0848098765432095
0.0,0.0,40.0,20.0,0.0,40.0,216,at%,5.0,2.6278498975088094,-3.4986666666666673
0.0,0.0,40.0,20.0,10.0,30.0,217,at%,5.0,4.2704564539420256,-5.566093333333334
0.0,0.0,40.0,20.0,20.0,20.0,218,at%,5.0,5.252080388632687,-6.451555555555556
0.0,0.0,40.0,20.0,30.0,10.0,219,at%,5.000000000000001,5.920084473414578,-6.138531972789115
0.0,0.0,40.0,20.0,40.0,0.0,220,at%,5.0,6.381224446488837,-4.576000000000001
0.0,0.0,40.0,30.0,0.0,30.0,221,at%,5.1000000000000005,2.5746276239597456,-3.7508571428571438
0.0,0.0,40.0,30.0,10.0,20.0,222,at%,5.1000000000000005,4.254950773687675,-5.154839365079367
0.0,0.0,40.0,30.0,20.0,10.0,223,at%,5.1000000000000005,5.252554426543374,-5.369701587301589
0.0,0.0,40.0,30.0,30.0,0.0,224,at%,5.1000000000000005,5.931477067678272,-4.350122448979593
0.0,0.0,40.0,40.0,0.0,20.0,225,at%,5.2,2.518196664611971,-4.16
0.0,0.0,40.0,40.0,10.0,10.0,226,at%,5.200000000000001,4.238216477252793,-4.898560000000002
0.0,0.0,40.0,40.0,20.0,0.0,227,at%,5.2,5.252134113063246,-4.419555555555556
0.0,0.0,40.0,50.0,0.0,10.0,228,at%,5.300000000000001,2.4583272789683925,-4.72711111111111
0.0,0.0,40.0,50.0,10.0,0.0,229,at%,5.300000000000001,4.220234108545604,-4.790204444444445
0.0,0.0,40.0,60.0,0.0,0.0,230,at%,5.4,2.3947525418271285,-5.452800000000001
0.0,0.0,50.0,0.0,0.0,50.0,231,at%,5.0,2.7972027972027966,-3.6
0.0,0.0,50.0,0.0,10.0,40.0,232,at%,5.0,4.470257359076963,-6.530915555555556
0.0,0.0,50.0,0.0,20.0,30.0,233,at%,5.0,5.4876330646808205,-8.266821224489798
0.0,0.0,50.0,0.0,30.0,20.0,234,at%,5.0,6.190200274368549,-8.81091
0.0,0.0,50.0,0.0,40.0,10.0,235,at%,5.0,6.685271836167793,-8.137592098765431
0.0,0.0,50.0,0.0,50.0,0.0,236,at%,5.0,7.023411371237465,-6.2
0.0,0.0,50.0,10.0,0.0,40.0,237,at%,5.1,2.736349166692397,-3.713333333333333
0.0,0.0,50.0,10.0,10.0,30.0,238,at%,5.1,4.4491026164619845,-5.9878888888888895
0.0,0.0,50.0,10.0,20.0,20.0,239,at%,5.1,5.483226811488169,-7.067727891156464
0.0,0.0,50.0,10.0,30.0,10.0,240,at%,5.1000000000000005,6.197038373593554,-6.939083333333332
0.0,0.0,50.0,10.0,40.0,0.0,241,at%,5.1,6.701021482194795,-5.5539654320987655
0.0,0.0,50.0,20.0,0.0,30.0,242,at%,5.2,2.6720986034088146,-3.9771428571428573
0.0,0.0,50.0,20.0,10.0,20.0,243,at%,5.2,4.426697691552276,-5.589587301587302
0.0,0.0,50.0,20.0,20.0,10.0,244,at%,5.2,5.477938858800525,-6.00175963718821
0.0,0.0,50.0,20.0,30.0,0.0,245,at%,5.2,6.203135650988412,-5.169492857142857
0.0,0.0,50.0,30.0,0.0,20.0,246,at%,5.3,2.604191194963147,-4.395
0.0,0.0,50.0,30.0,10.0,10.0,247,at%,5.300000000000001,4.403018745596491,-5.342555555555556
0.0,0.0,50.0,30.0,20.0,0.0,248,at%,5.3,5.471763031053261,-5.062461224489797
0.0,0.0,50.0,40.0,0.0,10.0,249,at%,5.4,2.532323995128725,-4.9688888888888885
0.0,0.0,50.0,40.0,10.0,0.0,250,at%,5.4,4.378040305767902,-5.241244444444444
0.0,0.0,50.0,50.0,0.0,0.0,251,at%,5.5,2.4561403508771953,-5.7
0.0,0.0,60.0,0.0,0.0,40.0,252,at%,5.199999999999999,2.7561066022876854,-3.4560000000000004
0.0,0.0,60.0,0.0,10.0,30.0,253,at%,5.199999999999999,4.572299568592127,-5.93295918367347
0.0,0.0,60.0,0.0,20.0,20.0,254,at%,5.199999999999999,5.668034400188733,-7.204000000000001
0.0,0.0,60.0,0.0,30.0,10.0,255,at%,5.2,6.43140031349726,-7.2589999999999995
0.0,0.0,60.0,0.0,40.0,0.0,256,at%,5.199999999999999,6.979550149042983,-6.051839999999999
0.0,0.0,60.0,10.0,0.0,30.0,257,at%,5.3,2.67879891775852,-3.7371428571428575
0.0,0.0,60.0,10.0,10.0,20.0,258,at%,5.3,4.542956059944869,-5.557324263038549
0.0,0.0,60.0,10.0,20.0,10.0,259,at%,5.3,5.657196680237134,-6.166031746031747
0.0,0.0,60.0,10.0,30.0,0.0,260,at%,5.3,6.432524318835023,-5.521142857142857
0.0,0.0,60.0,20.0,0.0,20.0,261,at%,5.3999999999999995,2.5970547767022185,-4.167999999999999
0.0,0.0,60.0,20.0,10.0,10.0,262,at%,5.4,4.512257686064822,-5.324625850340135
0.0,0.0,60.0,20.0,20.0,0.0,263,at%,5.3999999999999995,5.645458266101956,-5.244
0.0,0.0,60.0,30.0,0.0,10.0,264,at%,5.5,2.510431730874827,-4.752
0.0,0.0,60.0,30.0,10.0,0.0,265,at%,5.5,4.48017176881158,-5.23395918367347
0.0,0.0,60.0,40.0,0.0,0.0,266,at%,5.6,2.418396078911456,-5.4912
0.0,0.0,70.0,0.0,0.0,30.0,267,at%,5.3999999999999995,2.5926878047840707,-3.024
0.0,0.0,70.0,0.0,10.0,20.0,268,at%,5.3999999999999995,4.606469076256428,-5.046972222222222
0.0,0.0,70.0,0.0,20.0,10.0,269,at%,5.3999999999999995,5.7935148929483935,-5.848395061728395
0.0,0.0,70.0,0.0,30.0,0.0,270,at%,5.3999999999999995,6.623130735999497,-5.38944
0.0,0.0,70.0,10.0,0.0,20.0,271,at%,5.499999999999999,2.493123135712466,-3.473
0.0,0.0,70.0,10.0,10.0,10.0,272,at%,5.5,4.568442489453676,-4.83775
0.0,0.0,70.0,10.0,20.0,0.0,273,at%,5.499999999999999,5.77626091794757,-4.955172839506173
