W,Ta,Mo,Nb,Zr,Ti
21.9355,24.7851,28.9397,14.3397,8.8443,1.1557
8.9206,39.6662,18.9099,26.5934,3.1918,2.7181
12.7781,16.3774,14.4979,51.0866,3.3567,1.9033
30.2847,5.1565,45.3644,15.6523,2.4575,1.0846
23.6937,26.9581,22.0524,17.2958,8.5819,1.4181
17.7296,30.3487,28.7257,15.2727,1.7003,6.223
3.3519,21.881,31.9182,32.8489,3.433,6.567
25.4759,35.7108,7.9138,24.4323,5.4144,1.0528
37.9853,11.8782,40.5222,5.3363,2.0041,2.2739
8.7052,21.6069,32.336,30.3131,2.0681,4.9706
28.7394,23.1434,25.7787,13.3494,2.9483,6.0408
28.0519,4.8461,34.5922,22.602,7.3672,2.5405
35.5787,8.8512,33.74,11.83,3.8452,6.1548
50.3985,9.3396,25.6772,13.6731,0.6085,0.303
14.9647,31.3359,19.6735,27.0859,4.1838,2.7562
1.9827,38.8617,49.42,4.7657,2.4257,2.5442
8.5348,5.9329,29.158,49.3643,6.4195,0.5904
25.7263,30.2674,16.1848,17.8215,3.5548,6.4452
34.5667,11.5707,36.2691,11.882,4.4285,1.2829
21.0789,9.8521,34.1226,24.9464,6.3803,3.6197
8.2326,42.5955,24.7978,19.7729,2.5669,2.0342
14.5646,65.7038,1.6706,11.8988,2.6569,3.5053
31.9863,33.8755,3.5496,23.614,0.8204,6.1542
23.7615,30.8232,11.8894,23.5259,4.9112,5.0888
41.4259,19.3357,10.2286,21.0435,7.3438,0.6224
11.8646,32.6346,31.8347,17.8242,5.4649,0.377
17.4849,28.3943,34.8891,9.2317,6.4627,3.5373
39.102,1.4318,18.6103,30.856,7.2703,2.7297
50.4744,13.0127,22.1262,4.3867,4.2844,5.7156
19.0626,23.0837,17.3952,33.9413,3.3829,3.1343
24.8425,17.1013,18.0434,33.9721,5.9327,0.108
27.3524,26.1817,15.9426,20.5233,6.1478,3.8522
55.4093,13.1617,0.2994,21.1295,9.6122,0.3878
39.5003,8.8922,0.448,44.2693,0.3185,6.5716
56.0176,24.4568,6.3899,4.7818,1.4813,6.8726
29.8875,15.0795,19.3707,27.36,4.8558,3.4464
17.2681,26.6754,22.2504,28.3486,4.7317,0.7258
2.3042,14.375,32.165,43.5277,2.4472,5.181
20.9344,10.1877,34.4392,24.4592,7.4859,2.4936
2.0695,11.5474,43.3996,32.9835,3.7056,6.2944
26.3009,30.1028,5.0937,28.5025,6.0183,3.9817
22.3977,17.1698,23.5375,26.895,5.3622,4.6378
27.2091,29.3268,32.6618,0.8024,3.7331,6.2669
29.4245,21.3612,14.0848,25.1295,1.478,8.522
34.39,11.1496,8.9649,35.4955,6.6787,3.3213
42.0607,4.0691,20.8353,23.7698,8.4361,0.829
28.9121,11.6847,18.2476,31.1556,5.3921,4.6079
31.5251,34.8425,14.5627,9.4943,2.1373,7.4383
18.6412,25.8445,30.8787,17.5606,3.4158,3.6592
14.3153,5.6083,18.975,51.1118,1.4072,8.5823
40.1377,12.6627,37.1218,1.235,7.383,1.4599
32.7017,29.9955,15.7605,11.5423,5.891,4.109
26.1103,11.9841,14.7981,40.1575,4.6041,2.3459
6.4415,46.1281,25.6196,11.8107,5.2409,4.7591
25.6796,11.1774,45.8134,9.7664,6.2887,1.2745
14.5801,25.418,7.5295,43.4754,3.4082,5.5888
19.1529,31.9402,30.9508,7.9561,3.9461,6.0539
15.6617,19.5396,4.6685,50.1301,7.0309,2.9691
39.732,14.3634,38.126,1.5469,0.6737,5.5579
9.6507,15.2159,35.19,29.9434,3.3409,6.6591
33.0896,26.2489,13.4542,17.5302,4.2869,5.3902
24.4408,26.5879,32.4185,6.5529,3.0232,6.9768
29.8587,13.9769,21.6486,24.5157,4.5837,5.4163
5.255,21.782,35.1916,27.7715,2.8484,7.1516
4.7421,60.1893,26.1358,5.5346,0.7502,2.6479
26.218,35.6473,24.8717,3.2629,3.4722,6.5278
11.1577,36.9605,35.3324,6.5494,5.2604,4.7396
20.3203,25.9645,13.5458,31.9235,7.6669,0.5789
16.7207,30.0767,9.617,36.3757,4.6989,2.511
23.13,9.6129,38.393,18.8641,5.5818,4.4182
52.6519,21.2001,13.9033,2.2447,4.7514,5.2486
26.4953,1.4346,39.9695,22.1007,3.4178,6.5822
21.411,25.5668,42.5406,0.4817,5.3462,4.6538
4.4788,38.5151,22.2617,30.9113,1.3477,2.4854
45.5654,7.294,13.6474,26.3078,3.6988,3.4866
9.9087,24.2875,18.2211,37.5826,0.9803,9.0197
16.7552,16.16,13.0013,44.0835,4.0116,5.9884
7.8063,3.5566,33.9422,44.695,6.6024,3.3976
18.959,31.9165,17.8485,21.2759,2.4583,7.5417
8.5464,20.2511,22.4857,38.7168,5.3181,4.6819
22.3822,10.2612,28.0971,29.2595,6.4271,3.5729
27.3693,18.5818,23.1136,20.9354,4.898,5.102
27.0834,10.6591,23.5683,32.3721,4.2968,2.0203
34.4467,2.7978,24.7937,30.1296,2.8433,4.989
10.6072,4.9442,15.9329,58.5158,8.4077,1.5923
20.855,7.753,28.8527,32.5392,9.2924,0.7076
6.8652,40.0214,22.4218,20.6916,8.363,1.637
2.3507,30.5398,31.4171,30.9616,4.0484,0.6824
19.6308,26.6779,17.3724,26.3188,3.5816,6.4184
42.4627,31.1409,15.3245,1.0719,3.125,6.875
26.6471,19.7018,27.0364,16.6148,3.8202,6.1798
27.0341,15.7969,20.8841,26.2849,5.1171,4.8829
14.5433,20.3625,12.2428,42.8513,8.8544,1.1456
58.5292,13.4529,14.4148,3.6031,5.2193,4.7807
9.7681,39.7996,44.1559,5.027,0.336,0.9133
5.2967,23.9804,22.1722,39.7822,6.7829,1.9855
26.0627,17.1348,21.1447,25.6578,3.108,6.892
28.9016,30.8964,19.6282,10.5738,2.87,7.13
38.1041,6.0381,27.6175,20.7541,1.4738,6.0124
6.401,42.9111,8.8256,36.0879,1.9056,3.8688
27.5069,15.514,17.8292,30.2577,6.1038,2.7885
23.7489,7.3046,26.7375,34.4222,6.6083,1.1785
25.6479,27.7176,24.9702,11.6643,4.779,5.221
48.1446,32.1413,0.551,14.9774,3.3567,0.829
23.8518,15.6154,5.916,49.0221,5.1068,0.4878
8.5202,19.0867,34.6499,35.5232,2.0353,0.1846
19.6529,14.4341,23.9011,32.012,4.9814,5.0186
34.1189,20.8993,3.2556,35.5379,2.219,3.9693
26.774,14.106,28.0564,21.0636,5.5094,4.4906
26.6688,20.0834,20.4556,23.2841,4.0734,5.4347
28.1432,35.1723,14.585,13.0025,3.7789,5.318
0.4903,20.6326,39.1639,29.7132,4.4097,5.5903
38.115,11.6496,19.4248,25.3349,1.7165,3.7591
37.4462,5.351,21.4461,25.7567,4.8159,5.1841
12.9499,27.0404,20.0268,29.9829,5.5055,4.4945
34.9653,5.1316,8.4655,47.5224,0.7784,3.1368
25.0149,23.754,26.6604,14.5707,5.0624,4.9376
43.318,1.8724,0.7861,49.5756,3.8326,0.6154
20.8173,41.6286,21.0513,7.44,7.7817,1.2812
19.5305,29.0349,36.1419,5.2927,2.5133,7.4867
26.7378,31.3438,1.6442,35.0625,1.0891,4.1226
14.1523,52.3941,17.4656,5.988,4.5308,5.4692
30.4526,22.6084,32.7354,7.0588,7.0103,0.1345
21.9264,30.1705,19.9036,18.0269,1.5493,8.4234
27.915,27.5826,10.1858,24.3166,2.4127,7.5873
13.9504,30.3232,17.4278,28.2987,5.2254,4.7746
22.163,28.0213,18.9286,23.1441,2.4626,5.2804
30.8675,38.8908,6.4882,13.7535,7.675,2.325
41.4617,20.1558,12.0422,16.3403,9.7491,0.2509
17.7501,25.1632,19.5765,33.6056,2.5716,1.3329
3.9847,15.026,20.8116,53.1278,1.3205,5.7295
13.7223,11.5094,51.6203,13.1481,7.1329,2.8671
1.1672,11.3328,39.978,38.5271,1.5052,7.4898
22.6913,34.6502,15.1154,22.5399,0.1285,4.8748
14.0094,13.3264,26.3486,44.6349,0.7696,0.9112
21.3025,20.792,26.9406,21.3282,1.4079,8.2287
36.8769,5.6401,26.0788,21.4041,4.8296,5.1704
24.9679,24.7168,19.4882,29.0106,1.6181,0.1984
16.5965,7.98,37.7707,27.6528,8.6541,1.3459
13.5433,32.0214,35.1728,12.7073,5.5341,1.0211
17.3161,13.6947,27.6238,32.65,6.0118,2.7035
10.5842,3.3943,31.0938,52.1919,0.8763,1.8595
25.6797,0.7142,50.1963,13.4099,4.918,5.082
22.4573,17.4769,30.9472,22.5135,4.7195,1.8855
43.6023,21.8845,2.2138,22.2994,4.0678,5.9322
