W,Ta,Mo,Nb,Zr,Ti
5.8853,49.9343,25.0122,9.1682,5.4403,4.5597
7.0833,42.8963,36.5477,3.4727,8.922,1.078
30.2442,21.0633,22.5221,16.1704,5.8936,4.1064
12.8535,23.8355,20.8398,38.5765,0.0512,3.8434
30.4259,7.9225,45.7876,13.6884,1.4754,0.7002
29.5443,25.5381,19.9231,16.4425,2.4296,6.1226
31.798,5.1701,27.5191,25.5128,6.1363,3.8637
57.353,15.3911,13.849,3.4068,1.4282,8.5718
28.5255,5.7261,40.9763,14.7721,3.7966,6.2034
18.1628,20.861,22.0128,30.3985,4.7824,3.7824
32.5376,12.8205,11.8587,32.7832,5.4119,4.5881
11.6885,12.3572,32.8898,33.0646,7.0934,2.9066
34.6415,44.3347,9.8237,1.2,6.2125,3.7875
39.6779,30.874,17.858,1.5901,7.5089,2.4911
19.1425,33.3526,19.8673,17.6376,6.8609,3.1391
27.3754,15.5326,23.7595,23.8772,3.2646,6.1906
22.1314,38.2523,2.9916,26.6248,7.7173,2.2827
19.1957,25.3601,20.7895,24.6548,4.5973,5.4027
12.4222,52.6873,19.3327,14.2646,0.1393,1.1538
7.3356,36.3068,15.2181,35.3964,0.8862,4.8569
0.4396,14.4864,21.5934,53.4806,5.8327,4.1673
16.6692,26.9042,14.4021,32.0245,1.7521,8.2479
31.1386,25.5906,25.8944,8.7586,5.6751,2.9428
28.6782,6.344,37.7316,21.5932,2.197,3.456
38.2975,14.4131,3.8493,33.4401,5.2666,4.7334
16.7035,8.7124,35.9558,32.8633,1.3203,4.4445
28.3459,13.3579,11.4752,36.821,4.9913,5.0087
43.7433,39.257,0.8496,10.4342,0.6095,5.1064
70.6008,11.8486,2.7944,10.9282,3.4191,0.4089
25.0618,51.2659,3.9444,10.0302,5.0528,4.6449
11.0816,10.6792,45.652,22.5873,7.2265,2.7735
9.7959,25.9619,34.017,22.7344,5.5074,1.9835
15.5631,29.5533,31.9206,18.0885,0.0343,4.8401
31.537,11.0677,20.4982,26.8971,3.8802,6.1198
19.8335,13.9193,29.8463,26.4009,7.5341,2.4659
11.7517,30.1626,5.233,42.8527,5.1311,4.8689
25.7843,11.811,20.913,31.4916,2.7713,7.2287
23.554,23.6478,29.7565,13.0418,5.3775,4.6225
33.8508,14.239,0.3295,41.5807,4.1953,5.8047
34.28,40.6269,14.3205,0.7726,5.9382,4.0618
16.7595,9.9542,33.1583,32.641,2.166,5.3211
25.7926,5.2396,30.7981,35.197,1.0583,1.9144
20.3703,38.112,28.5594,7.1808,3.6639,2.1135
