W,Ta,Mo,Nb,Zr,Ti
19.9219,0.9937,0.9937,23.5444,35.9878,18.5586
0.8941,13.9492,8.7823,30.0732,33.6757,12.6255
7.2085,17.8566,30.7726,3.5039,16.067,24.5913
29.7907,0.8461,13.717,5.6798,27.3243,22.6421
29.7214,27.6271,0.6754,15.105,0.6754,26.1957
2.6495,23.0635,22.7486,4.9782,16.5535,30.0068
12.5389,9.2622,20.9714,21.0979,29.3375,6.7921
21.8217,35.2556,17.1991,0.7918,0.7918,24.14
28.4965,15.9238,22.8156,29.1308,2.9557,0.6776
0.7545,14.1905,11.9456,1.9889,35.9387,35.1818
0.7961,0.7961,25.3463,0.7961,32.84,39.4255
7.5265,0.97,16.3711,44.7106,29.4518,0.97
46.9049,1.0296,1.0296,23.6402,26.366,1.0296
0.951,0.951,11.1349,14.911,31.5981,40.4541
5.441,43.2413,40.3541,2.7821,5.3996,2.7821
11.9071,5.1582,23.8928,22.1057,12.5281,24.4082
6.8709,1.1108,7.2821,30.2526,5.6961,48.7875
12.5843,45.6004,1.3046,1.3046,1.3046,37.9016
18.7865,20.4438,28.3888,9.1856,16.2599,6.9354
0.7561,20.6475,1.3378,21.8203,33.8618,21.5765
0.6498,1.1535,28.4346,20.6451,30.5198,18.5973
18.5259,1.2558,20.9265,1.2558,56.78,1.2558
31.2096,9.841,38.6483,6.767,6.767,6.767
37.948,0.8753,0.8753,21.724,8.6721,29.9054
48.6951,2.5063,2.5063,2.5063,2.5063,41.2799
2.4076,19.0158,26.1397,0.8056,16.7522,34.8791
5.9054,5.9054,66.2918,10.0864,5.9054,5.9054
24.689,0.9448,17.2301,44.0434,12.1478,0.9448
61.6455,25.3584,1.3332,1.3332,1.3946,8.9351
0.7765,18.9159,26.515,27.9425,25.0737,0.7765
16.4671,0.8331,35.4491,13.1178,31.1202,3.0126
27.1219,41.3455,5.4589,3.922,21.2242,0.9274
22.1978,8.4289,43.7075,0.8807,0.8807,23.9044
1.4697,42.8416,23.0813,9.2728,21.865,1.4697
0.9496,16.9714,31.5624,0.9496,14.2702,35.2969
30.6401,16.6504,14.4983,11.094,7.4122,19.7049
0.7417,31.8759,29.0529,8.2338,29.3539,0.7417
32.525,25.6737,0.8753,28.8175,5.3442,6.7643
0.8583,34.8021,27.9395,0.8583,23.4867,12.0551
15.8592,1.1306,28.8539,24.4693,28.5564,1.1306
4.3014,14.6297,16.2427,31.2437,28.4212,5.1612
1.048,21.3639,9.2091,35.7025,12.4841,20.1925
5.2428,25.2738,20.7773,26.3815,2.0237,20.3009
0.6905,0.6905,12.2102,33.0843,28.6499,24.6744
26.7429,0.7764,11.3811,0.7764,35.1771,25.1462
13.5284,16.2182,7.9321,26.5484,19.9678,15.8051
1.549,1.549,12.3793,10.1888,1.549,72.7849
7.2277,16.3978,30.5434,10.1936,2.9756,32.6619
19.2819,16.0734,18.9516,7.1887,18.7058,19.7986
14.9885,1.2512,2.8639,20.762,58.8831,1.2512
43.9678,0.9347,43.5795,0.9347,9.6485,0.9347
8.2398,24.9566,5.1519,26.7725,10.2891,24.5902
14.1281,12.9215,32.7491,0.7337,21.1354,18.3322
1.1461,1.1461,32.7253,1.1461,12.6124,51.2239
10.619,52.6713,1.0628,24.886,1.0628,9.6982
23.632,1.8916,26.9405,0.9836,21.523,25.0293
21.0827,3.6914,64.1518,3.6914,3.6914,3.6914
15.6261,15.8302,0.7035,6.8907,34.7744,26.1751
7.8729,14.6846,6.3994,14.1011,23.6331,33.3089
0.7936,6.6614,28.0173,31.1709,19.702,13.6547
1.9673,8.3522,35.966,34.2699,17.4774,1.9673
41.4971,1.1785,1.1785,42.2186,1.1785,12.7487
23.5958,30.6886,19.2098,0.6389,0.6389,25.2281
1.9491,29.7311,29.4558,25.9656,0.6603,12.2382
47.1825,3.3258,46.6595,0.944,0.944,0.944
0.9948,21.4169,38.1028,5.4,0.9948,33.0907
1.7234,27.2857,1.7234,1.7234,1.7234,65.8205
30.7412,33.7497,0.7138,0.7138,33.3677,0.7138
42.1435,2.0835,48.7791,2.8269,2.0835,2.0835
21.1738,22.2598,10.113,0.6835,16.4947,29.2753
17.1319,24.6132,26.7722,0.5442,6.7908,24.1477
13.5188,0.6727,13.1056,16.6805,26.2366,29.7858
29.0565,21.6039,1.0744,2.7848,44.4061,1.0744
21.7003,24.9202,34.865,16.5431,0.9857,0.9857
36.7795,36.886,0.954,12.7997,0.954,11.6267
11.6866,6.2175,12.292,33.0595,0.902,35.8424
19.292,0.9795,16.1738,23.702,17.7477,22.1051
19.9585,5.2084,19.8872,26.6008,27.2977,1.0474
0.9021,0.9021,7.3817,22.4229,40.0256,28.3655
9.4722,33.1377,0.8481,26.9125,28.7815,0.8481
13.3655,32.5808,0.6742,0.6742,20.3584,32.3469
29.5402,4.9953,18.2222,11.0693,26.7816,9.3913
18.1136,25.8124,27.9292,10.9769,0.7011,16.4669
30.3672,18.138,0.6631,21.8415,28.3272,0.6631
25.2289,7.6704,42.834,1.0741,20.3907,2.802
61.5162,1.2308,1.2308,20.0952,1.2308,14.6962
0.6369,20.9195,28.7676,0.6369,27.3441,21.6949
2.9967,20.6014,28.9096,26.9503,7.817,12.7251
14.6352,1.8894,21.3388,21.8703,3.9641,36.3022
22.134,0.6598,6.1082,25.5038,23.2941,22.3
1.4068,29.8299,2.641,5.4771,32.2468,28.3985
21.089,31.6129,0.9101,44.5677,0.9101,0.9101
27.409,25.2576,0.7927,11.7588,2.5659,32.216
19.696,6.1062,15.2669,24.1951,0.8007,33.9352
33.0097,34.8854,0.7518,3.0282,0.7518,27.5732
0.826,0.826,40.7577,22.3599,0.826,34.4044
1.2521,1.2521,9.7224,1.2521,60.4419,26.0793
74.8721,2.7675,2.7675,2.7675,7.6947,9.1308
3.6843,24.9287,1.2689,43.6389,6.6119,19.8673
50.1351,1.3713,1.3713,38.1069,7.6439,1.3713
28.8829,8.7371,1.0393,1.0393,37.6308,22.6708
13.804,5.0384,28.0707,26.9356,25.5682,0.5832
0.9691,21.3485,35.2453,16.6734,0.9691,24.7947
58.9831,16.3629,2.4769,16.2132,2.4769,3.487
18.9977,1.4234,1.4234,27.5142,3.8329,46.8083
28.8695,16.6077,20.7204,16.5724,8.4547,8.7753
24.2963,5.5668,2.2048,50.8761,14.8511,2.2048
15.4969,8.0579,15.7607,6.1316,27.609,26.9438
2.1673,2.1673,34.4188,56.912,2.1673,2.1673
1.4756,1.4756,30.9906,1.4756,1.4756,63.1069
1.0887,35.6391,1.0887,41.5682,19.5266,1.0887
22.4625,8.6628,0.686,31.6696,18.1953,18.3238
1.7159,43.7673,1.7159,35.6953,15.3897,1.7159
15.135,39.7705,12.8909,29.4095,1.3971,1.3971
22.1966,23.1163,0.7419,0.7419,35.2021,18.001
1.657,1.657,15.4716,18.5398,32.9596,29.715
9.9303,53.6017,5.5774,28.1218,1.3844,1.3844
22.6429,27.6908,11.9608,20.854,1.9877,14.8639
0.6223,5.0886,15.8372,26.3744,25.6178,26.4597
4.3084,15.3998,12.238,27.076,40.1054,0.8726
17.9856,13.0495,26.3922,0.7792,14.8687,26.9247
1.5139,39.3905,51.8338,1.5139,4.234,1.5139
15.548,1.6827,1.6827,1.6827,26.2347,53.1693
0.6407,28.9189,26.0729,11.8365,0.6407,31.8902
43.3045,5.2088,14.2595,3.3301,1.0047,32.8925
0.8343,34.7715,30.3333,23.1796,0.8343,10.047
14.5305,0.7822,0.7822,12.5935,34.6381,36.6734
20.3888,18.6364,32.9285,11.0055,0.6687,16.372
55.4892,14.9019,1.1336,15.7897,10.9493,1.7363
38.2192,40.293,0.8755,0.8755,13.1945,6.5423
1.6144,49.6544,9.6805,1.6144,35.822,1.6144
23.0563,24.009,26.1485,7.8669,18.3389,0.5803
1.2336,40.3956,1.2336,34.0869,1.2336,21.8166
29.0571,19.758,0.6139,0.6139,20.4386,29.5184
23.9781,0.645,0.645,16.8233,32.1655,25.7431
5.5217,11.1499,15.0836,7.7974,29.5669,30.8806
9.4362,37.031,11.6016,17.4092,0.8004,23.7216
1.5702,17.7762,1.5702,40.2196,20.5013,18.3625
29.1343,0.9371,40.5595,27.495,0.9371,0.9371
1.4762,36.0822,16.2623,43.227,1.4762,1.4762
3.067,3.067,3.067,84.6652,3.067,3.067
18.4876,0.6306,25.7948,30.3594,0.6306,24.097
20.5356,5.4873,12.2081,17.0195,22.8774,21.8721
28.0279,0.5906,0.5906,28.6551,28.0472,14.0886
36.6992,1.2906,17.3499,12.5687,4.3034,27.7882
53.1737,27.6649,1.1576,1.1576,1.1576,15.6888
32.8832,25.7256,1.2326,1.2326,9.672,29.2539
7.4414,19.7411,10.3007,23.964,22.7776,15.7752
29.4777,6.4333,46.5342,15.5539,1.0004,1.0004
2.0777,3.1066,26.3213,2.0777,2.0777,64.339
19.7027,27.208,12.3055,0.7902,39.2034,0.7902
1.5672,29.5191,26.8542,16.7276,24.6796,0.6523
1.0478,11.3385,1.0478,35.6345,45.0321,5.8993
13.1037,4.6173,16.4221,33.2489,31.9211,0.687
24.8799,36.2086,0.8146,16.4953,20.7869,0.8146
22.1663,0.9291,0.9291,40.0656,26.2329,9.677
41.8028,14.6204,2.3168,34.5443,0.9001,5.8155
25.3736,15.7757,0.6919,16.7707,21.1099,20.2783
2.4186,46.1839,31.0859,15.4745,2.4186,2.4186
14.6935,0.7318,19.7607,19.0882,23.4581,22.2678
20.105,39.8014,26.3021,11.8427,0.9744,0.9744
9.7658,14.615,16.0123,27.4308,23.8484,8.3277
10.7496,1.0106,38.3419,17.8422,31.045,1.0106
22.3839,0.5959,14.4148,15.1958,23.8689,23.5408
14.3892,4.404,18.2103,11.1613,25.1663,26.6688
20.6452,27.5698,0.6381,11.4877,19.6566,20.0025
46.3873,1.1728,1.1728,42.0136,1.1728,8.0807
19.8197,3.8433,13.8655,25.5355,13.6105,23.3255
1.8531,1.8531,81.0277,9.9505,1.8531,3.4625
1.116,33.1524,1.116,1.116,25.9009,37.5987
39.1644,4.1927,3.9647,6.5949,43.7306,2.3526
32.0622,29.5299,0.7414,4.4841,13.8832,19.2993
10.3383,0.9227,17.0349,38.5688,19.5035,13.6317
10.3491,24.2674,0.9806,0.9806,30.5992,32.8232
46.8758,1.0186,10.7455,1.0186,39.3228,1.0186
15.9082,24.3443,27.1674,12.8391,0.8452,18.8958
0.823,0.823,27.523,23.9221,22.9718,23.937
35.8993,25.3871,17.7805,1.1967,19.0052,0.7311
2.4698,80.9227,2.4698,9.1983,2.4698,2.4698
18.1907,20.6609,10.0011,14.7113,17.1479,19.288
90.8793,1.8241,1.8241,1.8241,1.8241,1.8241
38.5824,16.6112,32.0372,0.9373,10.8947,0.9373
6.5813,5.233,18.8595,28.6244,9.0506,31.6511
36.5435,1.0643,5.5926,34.5712,15.5046,6.7238
1.0741,18.0145,27.7452,1.0741,27.0345,25.0577
41.9647,2.5778,0.9597,14.2835,38.2293,1.9849
3.8252,0.908,37.4279,42.5406,0.908,14.3904
13.7734,1.3813,30.3489,51.7337,1.3813,1.3813
17.7119,0.6729,26.3662,0.6729,23.3419,31.2342
1.201,20.6939,33.0724,1.201,1.201,42.6307
1.7886,47.5458,1.798,1.7886,33.127,13.952
45.0481,1.0246,1.0246,38.0313,13.8468,1.0246
37.5216,1.2791,1.2791,4.7249,8.2292,46.966
26.3386,9.3111,54.9364,1.1257,1.1257,7.1626
31.4965,9.2686,0.8393,24.0804,20.0944,14.2207
21.033,18.2146,25.2043,30.5242,4.3625,0.6614
8.9772,16.2898,23.2215,17.3294,7.6706,26.5115
26.8574,28.8563,4.5544,23.4693,15.6784,0.5843
0.7465,17.8246,0.7465,12.4999,32.3572,35.8253
43.2036,27.9328,12.7649,6.7135,1.1364,8.2487
18.9721,10.7565,0.5367,25.9904,22.3125,21.4318
22.01,11.2123,27.5085,16.2077,22.466,0.5957
44.5636,10.6884,4.0795,1.4413,1.4413,37.7859
0.4615,22.8501,16.6041,17.0638,21.5426,21.4779
1.243,22.8162,56.1231,1.243,1.243,17.3317
1.2687,0.7849,36.9785,0.7849,29.5117,30.6714
26.5314,0.7255,21.5276,20.7404,18.6216,11.8535
15.0039,0.6453,4.8751,31.2594,31.9334,16.283
1.789,24.2219,1.789,68.6221,1.789,1.789
27.3019,1.7909,10.1497,25.524,21.7707,13.4627
20.364,0.6618,26.0332,0.6618,19.9472,32.332
0.7247,29.9131,22.9452,17.3767,27.2194,1.8209
28.1439,9.3522,27.6695,0.7121,0.7121,33.4102
22.2623,3.4863,15.625,15.1709,13.9226,29.5329
40.366,4.4726,1.0712,24.2604,28.7587,1.0712
65.2953,3.2167,1.3643,22.3328,6.4266,1.3643
19.4316,18.8148,11.2383,25.9156,0.5622,24.0375
8.9987,19.7425,26.7132,24.2011,5.4128,14.9316
21.8716,39.6628,0.9199,0.8188,35.1477,1.5792
29.0662,0.8886,22.1609,10.8901,36.1057,0.8886
17.9626,1.1837,4.8425,4.5518,44.9535,26.506
24.0489,0.8585,32.9603,0.8585,40.4154,0.8585
54.0454,33.7725,3.0455,3.0455,3.0455,3.0455
0.5582,25.3271,18.7739,27.4577,27.3249,0.5582
1.2199,9.8898,21.1853,32.3338,34.6019,0.7694
5.5397,1.159,6.0996,16.4804,55.1283,15.5929
2.438,27.4243,26.5021,9.1168,26.4927,8.0261
48.2521,6.5264,20.5754,16.5078,7.1602,0.9781
0.9629,0.9629,3.5805,35.2917,45.4432,13.7588
21.3748,12.435,23.4443,0.9079,9.3372,32.5008
0.7371,30.29,12.459,9.4664,13.4275,33.62
13.8465,28.6122,14.32,14.3844,28.1656,0.6713
27.32,14.9011,30.794,2.2337,2.1652,22.5859
6.5988,28.0313,6.815,9.8695,1.4778,47.2076
10.7356,33.1253,1.1379,9.1933,44.6699,1.1379
1.0691,23.8728,50.0024,7.8038,1.0691,16.1829
17.0819,0.9076,0.9076,37.9887,20.4335,22.6807
1.0646,26.8365,25.4911,44.4786,1.0646,1.0646
1.0416,4.9821,1.0416,8.6431,49.1627,35.1289
1.1629,32.9359,22.8698,1.1629,13.0675,28.8011
1.0269,29.619,1.0269,28.0364,22.5927,17.6981
9.9743,47.6484,1.3007,38.4752,1.3007,1.3007
1.9045,46.7792,26.2159,1.1026,15.2987,8.6991
11.1578,1.4478,16.2572,50.9572,1.4478,18.7323
11.1116,27.9861,4.2909,4.2909,18.1339,34.1866
1.5763,1.5763,25.945,20.2016,47.6344,3.0665
17.3285,16.8983,13.3422,12.83,21.8989,17.7021
0.6931,33.8083,25.1065,7.4789,13.9771,18.9361
16.8136,1.3432,1.3432,28.8122,40.2895,11.3982
1.2198,1.2198,1.2198,40.0419,21.778,34.5206
0.9188,20.2834,35.1239,2.9731,0.9188,39.782
31.6078,0.8324,15.7252,8.0299,21.9289,21.8757
27.7314,11.817,10.9768,1.0424,25.1892,23.243
0.9433,40.2375,13.5588,31.3462,3.9961,9.9181
42.2036,1.1649,12.6406,9.9935,1.1649,32.8324
0.9625,34.773,0.9625,30.487,0.9625,31.8526
0.9361,15.2942,11.2786,34.5128,10.7796,27.1986
20.8257,8.7678,28.1565,0.6165,23.5929,18.0406
5.6591,0.8356,41.5368,30.5882,20.5447,0.8356
20.9905,19.0131,2.5827,14.7225,20.1933,22.4979
1.2784,1.2784,17.5633,12.292,37.9313,29.6565
1.4003,67.9593,1.4003,25.516,2.3237,1.4003
34.1898,0.7891,12.6267,0.7891,30.6045,21.0008
3.7016,26.3611,3.7016,49.4784,3.7016,13.0556
0.8869,16.6629,5.3085,40.4279,26.9869,9.7268
12.4439,29.2976,0.6159,21.8783,30.2693,5.495
4.7906,11.3575,32.2216,28.0477,22.7519,0.8308
24.6682,1.1259,1.1259,29.1722,42.7819,1.1259
2.6884,12.7767,18.7859,3.3063,22.256,40.1867
26.7314,21.511,25.9647,12.9384,11.6328,1.2217
16.2599,27.2608,21.0171,20.285,0.7659,14.4113
18.594,0.6637,19.9487,32.0196,11.8973,16.8767
13.8088,4.9971,42.2936,11.7044,12.7989,14.3971
14.8862,16.7993,24.9074,32.2363,10.3581,0.8127
13.0562,16.6982,12.544,29.4145,27.6342,0.653
44.4186,1.6489,0.9768,0.9768,26.0756,25.9033
3.7596,28.5962,45.6598,2.2561,18.7913,0.9369
21.614,0.6593,14.6809,9.8266,24.1424,29.0768
19.8837,38.0978,8.7166,0.8068,31.6882,0.8068
9.1602,21.5975,34.6706,8.1675,15.4464,10.9579
32.9668,1.7337,6.0662,9.5634,34.904,14.7658
26.1128,1.0424,46.4043,1.0424,1.0424,24.3557
1.3761,0.8567,14.3391,40.8675,0.8567,41.7038
0.9311,12.7674,13.866,25.2679,38.5241,8.6436
12.1724,21.5769,0.6531,17.0196,30.0044,18.5736
35.363,0.9612,25.2541,9.6263,25.2378,3.5576
30.8846,0.988,9.0294,22.9745,0.988,35.1355
42.189,1.3091,11.0125,1.3091,7.3177,36.8626
1.4557,17.1159,34.6365,1.4557,7.2588,38.0774
31.5677,34.5791,16.8835,4.4503,6.0538,6.4656
6.0488,3.6832,43.8293,0.9387,42.2313,3.2688
32.0185,0.9014,3.9709,22.3203,0.9014,39.8875
9.3779,25.5707,18.1472,4.7382,0.9216,41.2444
0.6323,0.6323,24.2795,16.6878,28.6061,29.1621
0.9082,36.6665,29.7682,26.482,5.2669,0.9082
19.8346,0.6852,23.396,6.0425,27.038,23.0036
45.372,36.6167,0.9574,0.9574,15.1389,0.9574
7.7483,6.0562,21.7552,25.9877,13.042,25.4106
5.729,39.4496,16.5434,0.8681,36.5417,0.8681
29.0736,0.8007,38.5714,5.638,0.8007,25.1157
0.8023,32.2537,0.8484,0.8023,35.9562,29.337
34.2264,11.6088,0.9041,0.9041,28.3608,23.9958
20.3067,13.1041,25.6555,8.9523,22.892,9.0894
30.1107,52.9333,1.7827,1.8442,1.0992,12.2299
6.9583,35.9543,7.6422,41.2041,3.4868,4.7543
19.3983,0.8023,22.1421,2.4448,29.6729,25.5396
34.703,16.3918,2.3805,15.3604,22.3161,8.8482
15.9174,26.9598,17.4354,0.5534,14.5296,24.6044
1.5863,1.5863,38.0938,28.9677,16.7691,12.9969
12.4462,14.4064,16.5261,6.7875,26.5555,23.2783
4.7435,4.7435,4.7435,4.7435,4.7435,76.2826
1.7604,28.6137,10.9762,1.7604,1.7604,55.1289
25.4149,0.8913,25.317,13.0105,11.0838,24.2825
16.074,12.6803,1.2539,31.9868,3.6805,34.3245
16.3198,0.8377,6.3009,24.2105,11.7228,40.6083
1.569,42.1686,23.9836,1.569,1.569,29.1407
33.8847,0.8528,3.8021,33.7088,9.3575,18.3942
7.1148,3.1075,27.4183,9.6476,26.6956,26.0163
0.851,40.4154,0.851,15.7299,18.6448,23.5078
8.1879,0.7169,31.8106,11.1616,24.1464,23.9765
30.814,0.7198,32.015,0.7198,31.1901,4.5414
0.8526,25.2214,38.395,0.8526,0.8526,33.8257
28.3332,4.5705,14.8338,8.5671,18.3007,25.3946
13.0414,35.7815,10.7551,16.1807,0.8553,23.386
29.5081,8.1819,11.6437,48.2142,1.226,1.226
26.4229,24.1529,45.9013,1.1743,1.1743,1.1743
1.2101,30.8646,35.9954,1.2101,29.5098,1.2101
13.2811,5.0214,45.2078,34.4441,1.0228,1.0228
1.1086,39.0325,12.8474,1.1086,1.1086,44.7943
17.5554,25.1845,18.4357,20.7045,0.6117,17.5082
1.1083,1.1083,1.1083,54.2857,1.1083,41.2812
17.5027,1.683,22.3461,1.683,20.1818,36.6033
9.355,26.0626,13.5865,1.0408,48.9142,1.0408
0.7082,0.7082,26.5404,18.5509,18.1926,35.2998
5.9862,16.0898,25.3839,6.9267,24.2077,21.4057
16.5014,21.9813,1.8294,17.8305,13.7173,28.1402
18.2168,21.7371,13.8949,13.4909,19.0068,13.6535
21.9836,1.0702,1.0702,23.5221,51.2835,1.0702
4.4677,27.5264,35.4249,5.194,0.8705,26.5165
59.3746,9.9033,1.3837,19.1151,1.3837,8.8396
8.5897,1.093,43.4492,31.2905,14.4846,1.093
0.7952,0.7952,34.1804,10.5055,16.9272,36.7964
61.0294,1.3322,20.1404,1.3322,6.3858,9.78
0.9137,33.6305,29.8626,0.9137,19.4039,15.2755
15.0315,18.0237,0.6749,8.6666,25.1865,32.4169
25.2103,39.114,1.5564,1.5564,25.7894,6.7735
25.7213,15.3763,11.1366,7.8315,24.1944,15.7398
19.216,19.1545,13.6707,18.5107,11.2774,18.1707
12.3476,27.9311,0.8984,0.8984,29.4313,28.4932
0.7152,0.7152,34.1747,4.8538,25.3367,34.2044
39.5364,0.8708,29.0606,12.7785,16.883,0.8708
23.3612,0.934,12.2865,45.1935,0.934,17.2909
7.9547,37.0869,0.8567,2.2472,26.9875,24.8671
31.6889,18.408,0.6475,23.4734,0.6836,25.0986
42.8417,0.9581,0.9581,12.299,0.9581,41.9849
30.9586,7.6229,0.8577,14.2778,13.213,33.0699
1.5444,36.0633,15.4747,16.5023,3.3871,27.0281
36.4943,25.2171,1.0276,1.0276,1.0276,35.2058
1.0831,36.8239,21.8674,38.0595,1.0831,1.0831
5.2933,27.2342,15.5537,17.2643,26.4388,8.2157
2.8958,45.7825,16.9633,1.003,25.2246,8.1308
28.3717,14.3735,12.1035,12.8854,24.0889,8.177
22.164,2.6158,0.7914,36.5981,0.7914,37.0393
31.436,24.1667,0.6773,20.2694,22.7732,0.6773
1.1201,11.9936,52.089,22.5207,11.1564,1.1201
16.7335,15.0778,20.9863,3.8031,24.4406,18.9587
15.6027,29.2237,25.6875,19.8478,8.3502,1.2881
11.9234,14.8536,9.7576,1.1653,45.2833,17.0168
31.2373,0.7677,35.3272,0.7677,0.7677,31.1325
19.689,20.1927,15.1573,15.0674,0.7419,29.1518
33.83,12.4102,12.0627,5.5066,4.259,31.9315
17.2055,1.5398,1.5398,14.1895,63.9856,1.5398
23.5802,23.0534,0.533,26.5998,25.7006,0.533
27.2391,27.0179,14.1911,13.2478,0.5854,17.7187
11.683,5.604,21.7368,24.3085,26.1056,10.5622
24.5304,33.8296,0.8231,0.8231,38.3226,1.6713
2.3706,16.8248,28.5793,24.391,10.1698,17.6645
20.7767,1.0881,1.0881,45.8095,1.0881,30.1496
20.7297,25.3976,7.3717,7.4515,12.333,26.7164
39.7995,0.9291,13.6106,29.8143,12.9062,2.9403
49.8093,1.4922,3.4247,21.8873,21.8943,1.4922
11.2491,21.1114,6.0009,12.6536,21.5087,27.4763
8.9234,37.695,0.825,31.1964,12.6466,8.7136
28.1625,5.1544,31.1667,11.4691,23.3989,0.6484
23.8629,20.7243,0.5665,27.0446,0.5665,27.2352
22.7337,0.7131,24.2145,30.5572,11.7433,10.0382
