W,Ta,Mo,Nb,Zr,Ti
15.553,30.1467,10.3065,15.8178,25.1964,2.9795
24.1016,19.9642,7.2236,18.9993,7.4483,22.263
10.1569,18.48,14.2663,15.8512,18.6905,22.555
17.5243,14.0169,5.795,11.8953,20.9179,29.8506
1.1904,14.2459,14.3623,29.8038,21.7676,18.63
14.8349,17.7786,12.6476,27.4539,10.9685,16.3166
12.8792,4.7934,11.3128,27.7049,26.8138,16.4958
14.0579,3.2279,9.3662,11.1537,42.3002,19.8941
11.6534,14.4295,8.1879,15.5564,18.9488,31.2239
33.885,6.701,10.4989,4.0956,12.9494,31.8701
15.3745,32.5202,10.9212,1.3848,36.8373,2.9621
26.2681,25.7409,12.7671,6.9199,8.2173,20.0868
2.3228,27.5805,9.2134,30.5392,2.1404,28.2038
27.3723,25.7855,16.3193,19.0174,3.0976,8.4077
15.2918,9.4559,20.4117,10.9509,31.1361,12.7535
10.9121,13.0329,7.8858,27.9545,15.657,24.5576
0.2297,8.3346,31.0747,23.0021,29.0333,8.3257
29.205,10.3471,7.3199,3.9636,6.2231,42.9412
23.6625,14.2164,7.6515,20.0641,21.9493,12.4562
5.7022,11.2833,30.9667,20.176,18.8079,13.0639
21.1308,13.3843,23.2474,22.7663,7.2209,12.2503
19.4746,28.6176,35.0419,6.5871,10.1426,0.1361
17.6458,16.6114,7.4995,9.7197,23.6622,24.8614
21.4027,26.6155,10.1372,6.0244,11.1251,24.6952
9.7086,30.1353,29.7313,13.2331,10.8903,6.3015
7.1708,35.7942,3.4965,3.4033,15.1424,34.9928
6.8323,35.5568,3.6956,15.8882,33.4074,4.6198
19.4071,17.3853,15.8821,16.1887,19.6579,11.479
21.8024,5.0977,6.9078,16.6047,29.3405,20.2469
14.3121,40.7372,7.6178,16.5556,14.7799,5.9974
20.1481,15.5649,26.9948,5.6134,18.2968,13.382
16.8383,27.185,1.9447,8.3138,30.56,15.1583
14.3808,30.2863,25.1904,10.6186,10.8966,8.6273
21.4168,13.3467,24.5476,17.7893,4.2536,18.646
22.2709,7.0195,11.6127,23.1441,20.9925,14.9604
19.2109,4.0672,10.9202,14.7352,23.3744,27.6921
25.8196,8.066,30.9553,3.9074,19.4886,11.7631
12.1768,17.3229,22.6771,16.9914,8.6676,22.1642
16.3648,26.9836,25.2487,19.7612,10.6665,0.9752
2.365,23.2249,23.8186,28.7976,10.983,10.811
16.7271,10.2013,21.0056,26.963,2.86,22.243
34.7874,17.5063,8.6174,20.987,7.2533,10.8486
5.7615,33.1209,5.1769,27.2995,24.9126,3.7286
16.285,24.2317,7.3413,21.5676,4.6061,25.9682
4.8171,23.6377,23.3996,8.8089,14.9589,24.3778
19.5074,3.7417,8.0057,22.909,21.9588,23.8775
6.3487,7.093,30.8457,33.4931,18.8919,3.3277
3.7274,9.0051,30.6348,9.4032,29.7352,17.4943
8.2486,14.8052,19.2095,24.3892,17.0655,16.282
14.856,5.5257,24.9147,22.1804,9.2173,23.3059
24.9613,2.9894,0.5157,41.5571,29.9566,0.0198
9.9798,19.3174,21.2147,17.4812,21.65,10.3569
10.8901,21.8066,10.6707,24.8012,19.4459,12.3855
26.2917,15.6799,9.7591,23.9067,21.6252,2.7375
28.983,1.3487,40.1203,3.7396,17.2089,8.5994
1.8545,20.4303,33.253,8.8979,33.5625,2.0019
3.6271,1.9091,30.7863,29.3018,27.9078,6.4678
1.9727,10.6539,36.1915,22.2147,4.3187,24.6485
20.9642,13.4205,25.4903,14.3097,4.6207,21.1946
22.137,20.9764,6.3681,21.8619,20.6527,8.004
5.4851,29.7182,6.1558,29.4264,24.6398,4.5746
18.251,12.5491,30.7811,4.1763,25.4287,8.8138
11.0495,1.1749,28.1948,16.0404,26.0035,17.537
3.916,13.7277,18.0082,11.9205,16.7506,35.6769
16.0452,11.8287,19.3856,26.4535,10.694,15.5931
27.9739,11.9318,13.4281,19.2211,8.2214,19.2236
2.4249,27.7197,29.7701,16.7356,14.7568,8.5928
11.9217,3.922,21.3928,17.4552,21.7708,23.5374
12.1525,22.6372,25.5945,14.9066,15.4775,9.2318
52.152,11.7496,9.4123,13.9378,5.3937,7.3547
15.8774,17.2419,6.7428,10.8888,23.3031,25.946
14.9616,25.9729,25.5878,14.479,7.1719,11.8267
23.3628,20.3244,1.4385,22.7845,16.6404,15.4495
27.287,18.6989,16.1262,26.23,7.5797,4.0782
3.1613,29.4795,19.3925,1.09,21.3654,25.5114
18.6672,22.2712,17.8768,10.0217,22.1546,9.0084
35.9348,17.9542,25.4541,2.0634,3.4669,15.1267
17.1804,23.8573,23.6865,20.4949,5.0494,9.7314
22.458,32.9068,16.8681,7.8436,11.8078,8.1156
9.0191,35.0392,24.9386,25.0648,2.1121,3.8261
15.0246,32.6239,15.4723,18.3414,13.375,5.1629
10.702,25.7242,13.3594,17.384,17.2976,15.5328
14.0633,26.904,24.8026,7.384,18.3404,8.5056
30.5561,25.7048,7.5404,28.4943,6.8258,0.8787
16.3058,19.9083,16.0212,11.7268,25.2425,10.7954
29.8558,8.414,14.0199,37.4825,6.0959,4.1319
16.1095,5.2308,11.5783,35.9108,26.5487,4.6219
17.4373,23.5568,15.8715,3.9524,23.5418,15.6402
10.2456,9.2516,25.9689,17.635,6.7678,30.1311
26.4782,16.5688,18.6311,11.1966,22.5217,4.6036
4.8663,8.8933,27.2088,28.5926,8.4694,21.9696
16.4562,29.2477,18.5417,20.8,12.5286,2.4257
30.4564,3.6681,14.483,24.9271,0.2261,26.2394
6.0575,15.7398,16.8078,25.1907,15.0875,21.1169
8.3706,30.2442,27.484,16.9883,14.8883,2.0246
21.334,9.2921,16.3077,18.2289,21.0049,13.8325
25.1017,11.9177,25.1106,35.4054,0.6145,1.8501
18.8612,28.346,10.0414,34.8832,4.0249,3.8434
16.562,24.0562,22.132,11.5352,11.1063,14.6081
10.7571,26.9584,18.7722,26.3914,2.2442,14.8768
13.5072,34.9265,0.5066,24.2977,5.0379,21.724
3.1641,4.0489,11.5169,25.1696,31.2739,24.8267
12.7813,1.4774,29.5742,18.6017,29.3348,8.2306
12.3616,22.0347,17.2172,22.0937,12.46,13.8328
15.8067,17.3859,11.7403,11.0509,18.6598,25.3564
5.1122,35.9923,11.4094,9.5279,23.5806,14.3776
1.2116,20.4994,17.9813,28.5199,5.8786,25.9093
21.8765,26.8724,4.4135,23.4034,22.2872,1.147
1.08,6.1514,31.1281,24.1332,30.8014,6.7059
1.4762,41.4912,0.2138,0.0789,44.3221,12.4178
20.7019,13.2389,10.1829,29.1154,8.958,17.8029
30.794,0.5278,17.9887,16.6169,28.7663,5.3063
3.5078,14.8082,22.2096,23.0517,13.8401,22.5828
22.4524,26.7261,9.5234,22.8288,1.2715,17.1979
5.7829,28.0652,20.0127,25.5574,13.0774,7.5044
10.7934,14.0018,3.8167,36.7979,18.8668,15.7234
20.843,16.5776,16.0125,2.2302,24.7892,19.5474
10.5962,9.7743,24.1239,22.841,25.2822,7.3824
17.5947,13.8568,21.0232,12.4804,18.6435,16.4015
24.6974,21.8186,14.3583,2.3766,24.6755,12.0736
26.7593,3.3804,41.8543,2.2154,4.2682,21.5224
18.8987,15.5777,0.3417,22.3357,20.7324,22.1139
35.6674,4.822,13.2192,1.6169,29.0377,15.6369
17.2979,27.7374,20.5813,0.7339,14.0381,19.6113
7.7216,21.242,18.5204,30.223,6.0228,16.2702
16.0559,28.0566,1.5359,51.3152,2.1216,0.9148
0.8389,3.5361,34.6601,15.226,26.9872,18.7517
7.0704,4.3968,20.8789,21.0834,26.5616,20.009
30.8801,12.6414,21.908,1.2966,17.2134,16.0604
12.8053,17.1505,22.2229,24.0557,2.5044,21.2612
27.5234,14.09,24.4675,7.4161,3.239,23.2641
6.8739,9.6905,0.7823,30.0575,10.309,42.2868
2.6729,32.062,38.8203,2.2497,6.3336,17.8615
14.0742,10.9675,19.2933,25.4698,14.7703,15.4249
4.9157,24.7981,20.7111,29.3494,10.0092,10.2165
0.3084,39.8029,18.8203,11.5875,18.4269,11.0539
31.2552,0.3016,12.946,10.5318,12.9882,31.9772
22.9662,1.8308,28.3339,7.8229,28.2008,10.8454
11.7702,13.6977,16.7192,4.0905,34.4038,19.3186
20.0469,16.8955,27.1257,13.9751,11.6786,10.2782
21.8513,16.5745,25.4797,5.6976,22.8633,7.5337
0.9567,0.5102,22.1926,22.2985,20.6744,33.3676
18.4666,0.6269,19.9449,19.5439,22.511,18.9067
6.9635,13.7819,17.4891,26.1956,24.7239,10.8461
0.5628,2.911,20.0949,8.9189,34.1661,33.3462
6.801,15.8115,15.4266,23.0983,20.4087,18.4539
23.7195,22.7537,2.7156,9.0926,16.7615,24.9571
30.5498,10.4763,9.2164,24.4669,23.1869,2.1036
6.2105,21.2497,5.0061,27.0824,13.1616,27.2897
24.0698,5.1788,7.531,22.0492,19.7697,21.4016
23.0898,9.5329,21.4275,3.9299,26.5166,15.5034
19.005,8.9631,8.2538,19.3274,22.4385,22.0122
28.8508,15.4934,8.1327,27.1502,19.8518,0.5211
17.9379,20.5806,20.98,15.4746,20.1511,4.8759
26.3012,35.5084,13.0505,4.7791,13.8855,6.4753
20.8615,15.355,6.4197,26.3344,23.5964,7.433
24.1837,7.0446,18.0232,3.1939,27.1843,20.3702
10.2463,11.8037,37.7053,11.1365,25.8375,3.2707
25.9231,21.8848,12.6919,3.8158,26.3263,9.3582
15.195,27.3168,6.839,16.8266,11.2334,22.5892
2.665,14.2891,29.2963,10.1403,14.9687,28.6406
12.1405,18.1064,7.1022,32.145,10.8395,19.6665
0.012,24.0909,14.2572,9.4975,31.9565,20.186
6.1518,21.8318,20.5406,8.4764,28.2894,14.7101
15.2393,5.5492,22.8758,37.5859,1.4717,17.2782
4.6302,18.5742,39.3796,25.6303,8.7773,3.0083
29.7795,2.3004,25.3812,14.2657,17.5196,10.7536
6.0728,26.1603,12.0212,38.3046,2.351,15.0901
1.4473,33.6217,24.1379,1.9054,27.4411,11.4466
9.9479,25.0703,5.1204,14.7315,24.0034,21.1265
17.3751,18.5947,28.8194,9.316,22.7028,3.1921
0.9495,20.1694,13.7023,32.0451,26.0483,7.0855
23.899,4.4679,16.1379,22.2048,7.5797,25.7107
2.9476,2.3783,29.0439,2.4223,45.4694,17.7385
3.5892,6.4168,25.0428,27.5922,15.2007,22.1583
16.2268,10.0332,29.1672,29.3085,0.1755,15.0888
0.7078,26.2983,0.1153,30.0105,15.5492,27.3189
14.2627,19.3597,16.6394,25.8418,14.8747,9.0216
11.8335,9.5668,34.2992,2.3475,3.6249,38.3281
19.4374,16.7231,16.1264,12.9865,12.7385,21.9881
15.3878,15.6534,17.1201,29.792,4.6441,17.4027
19.1098,14.8738,10.4388,15.63,15.1148,24.8329
18.2688,21.0503,7.3935,8.226,38.4547,6.6067
24.6073,10.7918,30.1243,1.9118,0.635,31.9299
25.1885,15.2689,16.753,16.1323,24.3008,2.3566
23.6579,26.6786,19.3518,1.6526,12.8323,15.8266
17.4145,18.4707,10.9144,19.8459,3.8723,29.4821
12.5867,21.482,18.4083,4.1398,27.0993,16.2839
24.4884,4.2509,26.1608,4.0724,17.7835,23.244
8.8193,30.4375,18.0977,12.8932,11.1879,18.5645
28.6863,9.4554,11.0591,28.7251,18.1608,3.9133
29.5781,2.7562,4.3489,0.3699,35.3659,27.5809
4.6554,21.7145,3.4937,25.0611,25.0495,20.0258
7.4263,21.6063,24.5496,2.282,17.7726,26.3632
23.9581,15.0139,16.8303,14.3986,16.0791,13.7201
36.6516,9.8062,30.1511,6.97,8.1249,8.2961
13.9215,16.4071,10.8379,10.7748,23.0365,25.0222
18.8316,1.6832,22.4856,19.1349,22.6274,15.2373
4.8992,21.2807,21.4603,14.8699,21.6177,15.8722
28.0147,21.9288,2.3947,25.8007,1.1273,20.7338
9.7651,18.5874,17.7165,5.5758,21.7525,26.6026
1.216,15.8747,15.1789,34.9046,32.1429,0.6829
23.6712,20.3902,13.7623,4.6265,14.5609,22.9888
15.9726,20.0183,16.9623,12.6949,17.8901,16.4618
22.943,12.3774,5.1293,20.0667,21.52,17.9636
11.3164,2.5614,25.7656,20.8521,25.7091,13.7954
19.2194,27.2752,18.1321,24.7858,4.1893,6.3983
22.7853,8.8444,38.6973,12.6616,2.1235,14.8879
23.3679,33.14,1.2834,8.9927,2.0165,31.1995
10.9349,21.6729,21.5731,11.3305,19.4366,15.052
24.1775,15.3402,23.768,20.2344,4.5858,11.8942
19.9892,14.4131,9.281,0.873,20.6462,34.7975
10.2235,16.0944,4.151,8.6202,10.0062,50.9047
6.5232,19.3696,15.3786,18.8254,2.0945,37.8087
22.4551,8.9382,23.293,20.9088,19.9596,4.4453
7.5174,3.8388,24.1877,21.7318,25.5282,17.1961
34.0571,1.6439,2.6842,33.6201,2.6655,25.3292
22.0961,9.4998,26.4974,8.0494,17.0211,16.8361
0.7443,21.127,8.6024,1.7481,29.8281,37.9501
3.0323,29.7844,22.6642,23.8415,18.7062,1.9714
7.307,25.8538,8.7675,5.1003,6.2592,46.7121
10.1766,13.4269,19.0755,16.3821,19.7427,21.1961
15.8753,6.3358,10.0209,20.2054,16.2997,31.2629
2.0145,11.0025,27.5585,22.568,23.7136,13.1429
34.055,12.9501,20.7834,17.2564,6.5891,8.3661
19.1242,11.1657,22.389,0.8579,22.2123,24.2509
14.8423,5.9092,20.9496,27.9369,27.8678,2.4943
16.7871,3.07,18.0275,25.0845,13.3338,23.6972
6.2848,28.1108,26.5894,20.9664,16.9812,1.0673
6.4484,34.5319,15.5858,14.6855,23.6019,5.1466
7.5679,14.4391,22.921,14.1564,17.238,23.6777
7.2285,14.1909,6.899,28.0073,22.6848,20.9896
5.7609,18.78,14.73,22.0674,24.3817,14.2801
11.1445,22.0904,2.6815,26.0245,13.1389,24.9203
13.8464,13.5878,31.4411,7.8174,29.5175,3.7897
34.0835,16.3027,6.1318,25.6032,14.7607,3.1181
15.111,2.2477,9.1939,18.0037,25.9447,29.499
22.4712,21.3423,10.9559,22.2817,4.1,18.849
17.6373,4.4338,15.2389,22.5931,32.5043,7.5926
6.0773,15.2281,22.5818,40.477,7.3172,8.3187
2.9944,30.525,24.8066,11.6552,3.494,26.5248
5.8228,23.9384,1.099,12.8888,25.2966,30.9543
16.8539,24.0143,15.8149,9.4234,19.3599,14.5336
12.6867,23.0327,10.1312,19.1421,17.4305,17.5768
5.1373,23.6519,20.6174,7.6869,23.0041,19.9024
12.1898,31.4536,2.3985,8.4038,21.5295,24.0248
20.1121,12.8912,3.987,45.9501,6.9746,10.085
57.6985,11.8034,3.0646,2.3993,14.4972,10.537
17.5275,25.3405,25.0343,22.3636,7.9703,1.7639
19.7769,5.4564,21.1827,13.7119,14.8993,24.9728
34.5435,10.653,4.1978,5.8235,9.4791,35.303
6.2879,13.7062,17.0016,28.0823,2.3333,32.5888
30.0426,17.3687,2.6098,18.7539,2.2461,28.979
31.8948,32.9326,14.7844,1.0545,16.4445,2.8892
31.2309,28.4449,5.6919,21.2898,12.5289,0.8136
4.4609,10.2891,7.8005,19.1221,26.9046,31.4228
29.6165,10.3146,19.1998,10.179,15.7655,14.9246
27.7904,9.3928,0.7211,29.7122,0.3538,32.0297
31.2996,7.9811,19.3029,32.7997,8.0389,0.5778
4.6683,25.9782,20.3554,23.9755,2.6667,22.3559
13.5037,23.8753,14.8665,24.0781,3.5468,20.1295
15.4337,11.5418,23.5058,23.9154,20.9435,4.6599
0.7085,19.114,6.4561,31.0323,40.8403,1.8488
28.337,10.6866,17.342,21.0135,5.289,17.3319
14.1067,19.8158,3.4869,18.07,21.6504,22.8702
9.2648,8.5573,28.8467,21.2858,9.3372,22.7082
27.1787,5.8854,26.3572,24.5541,6.8515,9.1732
31.3978,9.4991,18.0396,20.9159,12.561,7.5868
30.6644,3.8501,5.4425,29.8114,13.2331,16.9985
4.2224,8.3518,36.908,23.1781,19.0577,8.282
26.7799,17.7772,11.211,0.1933,19.7162,24.3225
10.3667,22.1364,5.0767,15.985,19.6552,26.78
3.6403,17.4658,27.8231,13.0854,12.3711,25.6143
20.7598,19.2526,13.2404,23.1631,21.8074,1.7767
29.9027,14.4651,18.2186,19.9498,4.9936,12.4702
7.0389,3.6148,8.6862,48.4887,28.7584,3.4129
13.5519,13.5967,33.3635,25.5658,3.2625,10.6596
5.3871,20.2275,12.8351,27.5984,3.8894,30.0625
24.4857,8.9974,42.3805,0.5741,23.025,0.5373
16.3743,18.1115,19.4669,11.6757,14.4357,19.9359
3.9481,25.3282,6.5223,23.0486,38.0151,3.1377
7.7311,25.3966,5.1928,22.9095,17.2953,21.4747
12.8026,11.3577,11.3834,19.7057,11.9695,32.781
23.9658,26.7117,14.6259,5.9364,17.84,10.9202
1.0833,10.3057,0.0377,46.1657,20.9384,21.4692
19.4081,17.1209,16.3894,12.0965,17.7074,17.2777
29.2335,2.0955,23.525,24.4771,4.8292,15.8398
29.1424,22.7027,10.1456,14.7988,17.7235,5.487
10.7933,16.7887,21.3914,24.6136,21.9064,4.5066
26.8636,4.356,8.6363,16.0789,23.6981,20.367
22.1478,9.2112,25.4053,8.4269,21.2246,13.5841
27.5408,8.9026,28.9848,5.9933,5.3102,23.2683
8.0761,12.7606,15.2558,20.781,23.1906,19.9359
0.8045,8.2066,18.4797,43.3832,3.398,25.728
13.6797,23.579,10.2361,44.9248,5.9926,1.5878
11.2072,7.4258,15.6986,11.442,38.8956,15.3308
8.5037,35.2201,1.9257,24.0067,16.0038,14.3401
17.2845,7.9189,18.7522,15.2817,14.3285,26.4342
18.3373,25.8203,11.0164,8.818,17.8693,18.1388
21.0202,16.0051,16.1582,8.3537,22.0642,16.3986
12.343,20.6172,20.4335,19.4185,20.2912,6.8967
1.9728,30.683,7.9606,23.3923,19.4362,16.5551
6.3062,2.5335,43.3129,5.8071,38.5529,3.4874
9.4865,17.3449,36.6803,11.9475,22.7255,1.8154
1.5771,26.4167,23.0503,18.1413,21.8268,8.9877
4.8387,24.4032,22.2246,11.2509,24.4793,12.8033
0.275,18.1254,3.3985,16.5427,37.6318,24.0267
21.9643,31.6347,10.6629,8.5798,8.2039,18.9544
10.3173,12.44,16.5069,8.1548,26.4139,26.1671
33.2188,46.3013,15.2406,1.941,1.1848,2.1136
7.1966,16.0577,30.4616,19.6014,24.745,1.9377
14.8501,5.8747,20.1116,19.2816,18.7159,21.1662
7.5082,39.5546,2.6646,16.0018,14.0533,20.2175
12.4581,21.0199,18.2121,20.7488,15.2248,12.3363
33.2559,28.7532,5.0327,5.4996,20.7661,6.6924
21.6346,3.2781,24.3742,18.6373,7.8394,24.2364
17.9982,18.8249,7.6454,14.6049,23.7942,17.1324
10.6872,3.8025,26.2293,29.4485,18.5678,11.2647
11.8381,9.0478,24.3493,30.7303,21.4991,2.5354
7.9444,23.3116,26.0198,23.2351,14.3424,5.1466
25.2409,6.1344,18.048,14.9494,16.6532,18.9741
24.9589,21.3941,16.1851,0.0737,21.7861,15.602
11.1174,3.3095,27.5096,20.1235,28.3263,9.6137
1.8506,38.6829,23.7263,26.9256,3.6147,5.1998
17.086,12.6824,15.6881,15.9024,22.5279,16.1131
0.1461,29.5352,17.3428,27.1214,16.1605,9.694
30.3032,17.0195,1.7661,27.1011,16.6008,7.2093
28.3813,8.4116,21.8539,25.1888,4.7055,11.4589
7.4695,43.809,9.0643,8.7467,21.1641,9.7463
9.8649,21.5035,23.6943,6.467,12.5418,25.9285
4.5631,3.8733,38.9698,23.9623,23.1683,5.4632
14.8833,5.0896,27.1695,7.4303,24.8422,20.5851
8.6929,22.7968,24.4351,7.6306,21.3061,15.1385
11.1422,14.9291,22.933,21.8774,14.6439,14.4744
25.419,1.9165,13.2124,22.922,5.1855,31.3447
16.7833,15.3168,14.2228,15.4055,19.9746,18.297
19.4286,11.1798,21.8003,10.0679,14.2397,23.2837
21.8243,20.376,16.702,21.1954,10.4554,9.4469
29.523,9.2346,6.8266,15.6315,4.7523,34.032
9.3893,14.623,3.78,17.248,41.7026,13.2571
6.0609,5.7538,40.3314,19.222,2.7711,25.8608
20.8017,35.324,19.0133,9.0746,6.3603,9.4261
22.0074,17.0888,29.2331,2.3609,13.8943,15.4155
21.2411,11.1758,20.8111,18.3633,19.4813,8.9274
7.5781,19.7105,26.1825,9.3102,33.4059,3.8128
24.3585,25.5724,21.6905,13.2424,3.2184,11.9179
17.337,31.4759,30.9408,1.8101,18.2436,0.1927
28.7154,1.4747,14.4786,24.6491,4.5447,26.1375
12.1299,15.4165,25.3175,6.2791,25.9598,14.8973
30.2525,18.4325,17.5537,2.3444,29.0785,2.3383
9.6284,32.3365,26.2216,12.7323,9.5183,9.5628
11.8602,22.1444,1.7896,11.8225,32.1956,20.1879
2.8505,30.3726,12.3709,27.7619,19.1698,7.4744
31.6451,16.7309,18.8679,6.8539,21.0478,4.8543
11.6293,14.2764,12.9036,32.6792,20.3871,8.1244
31.6495,9.5715,2.0377,16.1353,36.5953,4.0107
3.1885,4.8992,24.9824,26.0582,25.3702,15.5015
12.0949,20.1137,16.727,10.9083,16.9458,23.2103
20.6262,15.3047,10.3131,24.3347,1.85,27.5712
10.6155,15.5343,21.3071,17.2721,14.069,21.2019
20.2346,27.4247,3.2109,15.2378,29.3761,4.5158
21.7949,17.2535,28.2056,29.5568,2.8402,0.3491
19.575,21.4868,11.6165,5.203,15.4211,26.6976
16.3338,30.7563,2.7698,30.5464,7.9045,11.6892
12.5067,0.2243,26.4659,28.3363,17.4122,15.0547
29.321,11.0566,7.8735,13.872,13.4378,24.4392
5.4444,18.2534,7.3947,30.7863,18.7405,19.3808
14.2451,14.5741,6.3279,20.5673,3.9628,40.3229
16.2964,31.6557,8.8939,14.6199,13.665,14.869
5.0733,8.1562,25.4613,22.9119,19.0758,19.3215
17.3876,21.7109,22.2958,18.2948,0.1406,20.1703
24.8182,39.7303,8.4218,13.4169,9.5644,4.0484
28.7315,11.2627,4.9588,14.3833,12.4961,28.1676
8.4483,19.3285,11.6859,21.709,25.0677,13.7606
20.792,15.8317,5.0649,26.5864,3.1425,28.5825
14.0188,10.7224,25.791,23.3255,24.3502,1.7922
24.9176,21.4803,11.993,7.9459,15.3561,18.3071
10.6627,7.5388,24.0388,11.7805,25.3344,20.6448
16.8793,17.2758,14.3571,15.1184,19.6956,16.6737
8.1561,14.2346,22.7278,12.9057,14.7119,27.264
17.4035,20.6371,13.7888,16.969,20.0473,11.1544
20.4758,6.2877,6.9628,25.1106,34.5378,6.6252
41.6291,0.0468,0.2792,29.4762,14.0492,14.5195
13.2199,15.3694,28.0268,2.5884,16.3349,24.4606
14.4736,4.4346,21.3062,3.0416,25.1937,31.5503
18.8515,23.0852,5.4614,25.6613,25.2534,1.6872
22.2587,0.5429,9.4485,13.9144,33.0577,20.7777
2.6061,17.3922,39.1184,27.7063,3.5309,9.6461
24.7333,1.7196,20.0197,24.052,11.3106,18.1647
15.3451,46.5736,0.0067,3.6552,1.4908,32.9287
8.7374,14.6237,23.5859,15.433,14.0762,23.5438
28.4334,12.4373,16.7421,21.8158,5.2205,15.351
32.4941,16.205,11.2062,13.9263,8.1684,17.9999
4.7598,16.5181,12.8357,25.9363,22.5961,17.354
10.2645,23.2916,27.3434,17.8678,2.419,18.8136
23.423,6.4637,23.7675,3.5333,19.584,23.2286
10.6999,21.354,2.8275,22.6476,22.6506,19.8204
20.8033,37.5851,12.5203,17.7062,7.6852,3.6998
13.3537,5.9536,28.2803,25.2461,19.3048,7.8615
18.0257,22.7685,8.0029,10.816,28.2832,12.1038
14.2289,2.3918,13.0159,31.3626,37.4078,1.5931
31.2261,12.9135,16.208,20.428,16.2441,2.9803
11.2008,33.6973,9.6728,14.5046,20.1236,10.8009
25.1486,15.4173,7.2099,19.0436,1.6888,31.4918
24.8919,24.6366,18.1652,12.8314,15.5651,3.9098
9.5632,19.1544,18.6266,20.3349,19.2002,13.1208
4.1883,22.4533,18.885,22.0843,3.4306,28.9585
15.712,4.8778,7.4827,24.8527,22.7871,24.2876
14.6547,39.9864,4.7717,19.4566,16.7469,4.3837
25.7499,17.384,22.4279,19.5088,7.3482,7.5811
6.9614,19.3856,18.0703,23.8233,20.5587,11.2007
18.7371,2.9699,39.8298,11.3326,12.4908,14.6399
15.3931,4.6217,6.8256,37.1358,28.0671,7.9567
15.709,20.9438,9.9584,23.3207,14.7852,15.283
12.613,16.7255,2.6072,22.0985,28.0294,17.9263
0.8613,18.396,8.3736,43.7971,17.1526,11.4193
5.8549,22.2936,18.6133,19.1574,7.109,26.9717
29.7468,9.4253,1.2876,14.1704,7.6911,37.6789
8.3273,10.2547,1.2252,28.6789,26.1218,25.3921
18.6466,18.4391,15.4645,17.3477,16.1504,13.9517
14.979,11.6604,19.4888,21.7075,9.6211,22.5433
18.6498,24.2546,19.2766,2.485,20.9129,14.4212
4.1257,23.4288,7.4108,12.5134,44.8732,7.6481
23.4293,23.0378,2.3142,17.4568,9.8733,23.8885
42.2223,3.7499,14.5751,14.4132,1.6397,23.3998
17.8447,5.4999,16.3188,39.3856,12.822,8.129
13.1107,18.4332,9.5956,31.2512,16.2489,11.3604
15.3006,20.4077,4.3178,15.6356,20.0745,24.2639
3.5035,25.2768,0.3586,17.7288,22.0344,31.098
0.268,18.2729,32.8754,2.4654,7.8435,38.2748
15.3708,15.1644,11.7133,15.6118,20.8964,21.2433
10.3605,17.8925,15.7145,27.1241,26.9534,1.955
9.7151,23.324,32.6778,0.6976,25.2731,8.3124
34.6777,22.2865,1.2439,3.0068,23.2761,15.5091
51.0441,10.7615,2.2339,28.8228,3.9393,3.1984
19.3721,17.4859,7.4773,20.128,25.2991,10.2376
16.2701,17.7072,23.9261,10.6409,13.7637,17.6921
11.0753,28.8267,34.0479,7.4195,7.5145,11.1162
25.5221,25.7797,0.5904,8.1031,24.4733,15.5314
